title,description,content,url,published_at,source_name,source_id,author,url_to_image,full_text,published_datetime,sectors,primary_sector,sentiment,polarity,subjectivity,business_sentiment,market_trend,keywords,top_keywords,entities,text_length,word_count,sentiment_category,business_sentiment_category
Data brokers just gave us another reason to hate them,"If you were holding a competition for the scummiest business model, then data brokers would be very high up the list. These companies make money by buying personal data from app and website owners and selling it to companies who want to spam us.



A US Senat…","If you were holding a competition for the scummiest business model, then data brokers would be very high up the list. These companies make money by buying personal data from app and website owners an… [+2537 chars]",https://9to5mac.com/2025/08/14/data-brokers-just-gave-us-another-reason-to-hate-them/,2025-08-14T12:37:44Z,9to5Mac,,Ben Lovejoy,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2025/08/Data-brokers-just-gave-us-another-reason-to-hate-them.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,"Data brokers just gave us another reason to hate them If you were holding a competition for the scummiest business model, then data brokers would be very high up the list. These companies make money by buying personal data from app and website owners and selling it to companies who want to spam us.



A US Senat… If you were holding a competition for the scummiest business model, then data brokers would be very high up the list. These companies make money by buying personal data from app and website owners an… [+2537 chars]",2025-08-14 12:37:44+00:00,['general'],general,"{'polarity': -0.07680000000000001, 'subjectivity': 0.5808, 'business_sentiment': 0.0, 'market_trend': 0.0}",-0.07680000000000001,0.5808,0.0,0.0,"[('data', 5), ('broker', 3), ('company', 3), ('holding', 2), ('competition', 2)]","['data', 'broker', 'company', 'holding', 'competition']","{'companies': ['US Senat', 'These', 'If', 'Data'], 'locations': [], 'currencies': [], 'numbers': []}",529,94,neutral,neutral
PPI inflation shock: Core producer prices hit 3-year high in July in 'head-scratching' inflation surge,"Producer prices rose faster than expected in July, giving investors an inflation surprise early Thursday.","Producer prices in July rose faster than forecast across the board, giving investors and the Federal Reserve an inflation surprise just over a week out from Fed Chair Jay Powell's crucial Jackson Hol… [+2456 chars]",https://finance.yahoo.com/news/ppi-inflation-shock-core-producer-prices-hit-3-year-high-in-july-in-head-scratching-inflation-surge-123743902.html,2025-08-14T12:37:43Z,Yahoo Entertainment,,Myles Udland,https://s.yimg.com/ny/api/res/1.2/KfVfj3Shz166zx82DzD8oA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzQ-/https://s.yimg.com/os/creatr-uploaded-images/2025-08/5c654ff0-790b-11f0-a7fb-e6b36ace6ca3,"PPI inflation shock: Core producer prices hit 3-year high in July in 'head-scratching' inflation surge Producer prices rose faster than expected in July, giving investors an inflation surprise early Thursday. Producer prices in July rose faster than forecast across the board, giving investors and the Federal Reserve an inflation surprise just over a week out from Fed Chair Jay Powell's crucial Jackson Hol… [+2456 chars]",2025-08-14 12:37:43+00:00,['technology'],technology,"{'polarity': 0.22666666666666666, 'subjectivity': 0.69, 'business_sentiment': 1.0, 'market_trend': 0.0}",0.22666666666666666,0.69,1.0,0.0,"[('inflation', 4), ('producer', 3), ('price', 3), ('july', 3), ('rose', 2)]","['inflation', 'producer', 'price', 'july', 'rose']","{'companies': ['PPI', 'Core', 'July', 'Thursday', 'Producer', 'Jackson Hol', 'Fed Chair Jay Powell', 'Federal Reserve'], 'locations': [], 'currencies': [], 'numbers': []}",423,65,positive,positive
Inflation shock: Core producer prices hit 3-year high in July in 'head-scratching' inflation surge,"Producer prices rose faster than expected in July, giving investors an inflation surprise early Thursday.","Producer prices in July rose faster than forecast across the board, giving investors and the Federal Reserve an inflation surprise just over a week out from Fed Chair Jay Powell's crucial Jackson Hol… [+2364 chars]",https://finance.yahoo.com/news/inflation-shock-core-producer-prices-hit-3-year-high-in-july-in-head-scratching-inflation-surge-123743239.html,2025-08-14T12:37:43Z,Yahoo Entertainment,,Myles Udland,https://s.yimg.com/ny/api/res/1.2/KfVfj3Shz166zx82DzD8oA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzQ-/https://s.yimg.com/os/creatr-uploaded-images/2025-08/5c654ff0-790b-11f0-a7fb-e6b36ace6ca3,"Inflation shock: Core producer prices hit 3-year high in July in 'head-scratching' inflation surge Producer prices rose faster than expected in July, giving investors an inflation surprise early Thursday. Producer prices in July rose faster than forecast across the board, giving investors and the Federal Reserve an inflation surprise just over a week out from Fed Chair Jay Powell's crucial Jackson Hol… [+2364 chars]",2025-08-14 12:37:43+00:00,['technology'],technology,"{'polarity': 0.22666666666666666, 'subjectivity': 0.69, 'business_sentiment': 1.0, 'market_trend': 0.0}",0.22666666666666666,0.69,1.0,0.0,"[('inflation', 4), ('producer', 3), ('price', 3), ('july', 3), ('rose', 2)]","['inflation', 'producer', 'price', 'july', 'rose']","{'companies': ['Core', 'July', 'Thursday', 'Inflation', 'Producer', 'Jackson Hol', 'Fed Chair Jay Powell', 'Federal Reserve'], 'locations': [], 'currencies': [], 'numbers': []}",419,64,positive,positive
College football Top 25: No. 2 Penn State hoping to take step forward from 2024 and play for national title,The Nittany Lions lost to Notre Dame in the semifinals of the College Football Playoff in January.,"College football officially begins this month.
Now that it's mid-August, there's just over a week until Kansas State and Iowa State meet in Dublin to begin the 2025 regular season. And since the sea… [+6307 chars]",https://sports.yahoo.com/college-football/article/college-football-top-25-no-2-penn-state-hoping-to-take-step-forward-from-2024-and-play-for-national-title-123738345.html,2025-08-14T12:37:38Z,Yahoo Entertainment,,Nick Bromberg,https://s.yimg.com/ny/api/res/1.2/c1zlSq2Dvjd47AhHxXKYaA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU7Y2Y9d2VicA--/https://s.yimg.com/os/creatr-uploaded-images/2025-08/8b075da0-77bf-11f0-9a7e-abe4f453be10,"College football Top 25: No. 2 Penn State hoping to take step forward from 2024 and play for national title The Nittany Lions lost to Notre Dame in the semifinals of the College Football Playoff in January. College football officially begins this month.
Now that it's mid-August, there's just over a week until Kansas State and Iowa State meet in Dublin to begin the 2025 regular season. And since the sea… [+6307 chars]",2025-08-14 12:37:38+00:00,['general'],general,"{'polarity': 0.25, 'subjectivity': 0.28846153846153844, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.25,0.28846153846153844,0.0,0.0,"[('college', 3), ('football', 3), ('state', 3), ('begin', 2), ('top', 1)]","['college', 'football', 'state', 'begin', 'top']","{'companies': ['And', 'College Football Playoff', 'August', 'January', 'Dublin', 'Kansas State', 'No', 'Now', 'Penn State', 'The Nittany Lions', 'Top', 'Notre Dame', 'College', 'Iowa State'], 'locations': [], 'currencies': [], 'numbers': []}",421,73,positive,neutral
"Expro price target raised by $1 at Piper Sandler, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4183499/XPRO-Expro-price-target-raised-by--at-Piper-Sandler-heres-why,2025-08-14T12:37:33Z,Thefly.com,,,https://thefly.com/images/meta/streetresearch_recommendations.jpg,"Expro price target raised by $1 at Piper Sandler, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",2025-08-14 12:37:33+00:00,"['technology', 'automotive']",technology,"{'polarity': 0.25238095238095243, 'subjectivity': 0.48571428571428577, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.25238095238095243,0.48571428571428577,0.0,0.0,"[('news', 2), ('expro', 1), ('price', 1), ('target', 1), ('raised', 1)]","['news', 'expro', 'price', 'target', 'raised']","{'companies': ['Piper Sandler', 'See', 'Earnings', 'Known', 'The Fly', 'Expro'], 'locations': [], 'currencies': ['$1'], 'numbers': []}",372,57,positive,neutral
Trump-Putin meet: Trump's aide warns India of more tariffs if peace bid fails,The US considers more tariffs on India. This is due to India's purchase of Russian oil. The decision depends on a meeting between Donald Trump and Vladimir Putin in Alaska. The US already imposed tariffs on Indian imports and Russian oil and weapons. India ca…,"The US Treasury Secretary has warned that the Trump administration could impose additional secondary tariffs on India, with the final decision hinging on the outcome of a meeting between President Do… [+2442 chars]",https://economictimes.indiatimes.com/news/india/trump-putin-meet-trumps-aide-warns-india-of-more-tariffs-if-peace-bid-fails/articleshow/123305186.cms,2025-08-14T12:37:29Z,The Times of India,the-times-of-india,ET Online,"https://img.etimg.com/thumb/msid-123305371,width-1200,height-630,imgsize-54460,overlay-economictimes/articleshow.jpg","Trump-Putin meet: Trump's aide warns India of more tariffs if peace bid fails The US considers more tariffs on India. This is due to India's purchase of Russian oil. The decision depends on a meeting between Donald Trump and Vladimir Putin in Alaska. The US already imposed tariffs on Indian imports and Russian oil and weapons. India ca… The US Treasury Secretary has warned that the Trump administration could impose additional secondary tariffs on India, with the final decision hinging on the outcome of a meeting between President Do… [+2442 chars]",2025-08-14 12:37:29+00:00,"['technology', 'energy']",technology,"{'polarity': 0.009375000000000001, 'subjectivity': 0.371875, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.009375000000000001,0.371875,0.0,0.0,"[('india', 5), ('tariff', 4), ('trump', 3), ('russian', 2), ('oil', 2)]","['india', 'tariff', 'trump', 'russian', 'oil']","{'companies': ['The US Treasury Secretary', 'Russian', 'Alaska', 'President Do', 'The', 'India', 'This', 'Putin', 'Donald Trump', 'Indian', 'The US', 'Trump', 'Vladimir Putin'], 'locations': [], 'currencies': [], 'numbers': []}",553,91,neutral,neutral
"Tenaris price target lowered by $2 at Piper Sandler, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4183498/TS-Tenaris-price-target-lowered-by--at-Piper-Sandler-heres-why,2025-08-14T12:37:12Z,Thefly.com,,,https://thefly.com/images/meta/streetresearch_recommendations.jpg,"Tenaris price target lowered by $2 at Piper Sandler, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",2025-08-14 12:37:12+00:00,['automotive'],automotive,"{'polarity': 0.25238095238095243, 'subjectivity': 0.48571428571428577, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.25238095238095243,0.48571428571428577,0.0,0.0,"[('news', 2), ('tenaris', 1), ('price', 1), ('target', 1), ('lowered', 1)]","['news', 'tenaris', 'price', 'target', 'lowered']","{'companies': ['Piper Sandler', 'Tenaris', 'See', 'Earnings', 'Known', 'The Fly'], 'locations': [], 'currencies': ['$2'], 'numbers': []}",375,57,positive,neutral
American Rebel Light named official beer sponsor of Lucas Oil NHRA Nationals,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4183497/AREB-American-Rebel-Light-named-official-beer-sponsor-of-Lucas-Oil-NHRA-Nationals,2025-08-14T12:37:02Z,Thefly.com,,,https://thefly.com/images/meta/hotstocks.jpg,"American Rebel Light named official beer sponsor of Lucas Oil NHRA Nationals See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",2025-08-14 12:37:02+00:00,"['energy', 'automotive']",energy,"{'polarity': 0.24074074074074078, 'subjectivity': 0.4555555555555555, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.24074074074074078,0.4555555555555555,0.0,0.0,"[('news', 2), ('american', 1), ('rebel', 1), ('light', 1), ('named', 1)]","['news', 'american', 'rebel', 'light', 'named']","{'companies': ['American Rebel Light', 'Earnings', 'Lucas Oil NHRA Nationals See', 'Known', 'The Fly'], 'locations': [], 'currencies': [], 'numbers': []}",388,58,positive,neutral
Autonomix finalizes design review of intravascular nerve sensing catheter,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4183496/AMIX-Autonomix-finalizes-design-review-of-intravascular-nerve-sensing-catheter,2025-08-14T12:36:52Z,Thefly.com,,,https://thefly.com/images/meta/hotstocks.jpg,"Autonomix finalizes design review of intravascular nerve sensing catheter See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",2025-08-14 12:36:52+00:00,['automotive'],automotive,"{'polarity': 0.25238095238095243, 'subjectivity': 0.48571428571428577, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.25238095238095243,0.48571428571428577,0.0,0.0,"[('news', 2), ('autonomix', 1), ('finalizes', 1), ('design', 1), ('review', 1)]","['news', 'autonomix', 'finalizes', 'design', 'review']","{'companies': ['Earnings', 'See', 'Known', 'Autonomix', 'The Fly'], 'locations': [], 'currencies': [], 'numbers': []}",385,55,positive,neutral
"Ranger Energy price target raised by $2 at Piper Sandler, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4183495/RNGR-Ranger-Energy-price-target-raised-by--at-Piper-Sandler-heres-why,2025-08-14T12:36:52Z,Thefly.com,,,https://thefly.com/images/meta/streetresearch_recommendations.jpg,"Ranger Energy price target raised by $2 at Piper Sandler, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",2025-08-14 12:36:52+00:00,"['technology', 'energy', 'automotive']",technology,"{'polarity': 0.25238095238095243, 'subjectivity': 0.48571428571428577, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.25238095238095243,0.48571428571428577,0.0,0.0,"[('news', 2), ('ranger', 1), ('energy', 1), ('price', 1), ('target', 1)]","['news', 'ranger', 'energy', 'price', 'target']","{'companies': ['Piper Sandler', 'Ranger Energy', 'See', 'Earnings', 'Known', 'The Fly'], 'locations': [], 'currencies': ['$2'], 'numbers': []}",380,58,positive,neutral
DOJ Reacts After Major Legal Blow by Trump-Appointed Judge,Judge Friedrich granted a preliminary injunction ordering the government to stop withholding funds to the National Endowment for Democracy.,"The Department of Justice said this week it was ""expeditiously"" making available nearly $95 million in congressionally approved funding for the National Endowment for Democracy (NED), following a fed… [+6062 chars]",https://www.newsweek.com/doj-reacts-after-major-legal-blow-trump-appointed-judge-2113376,2025-08-14T12:36:45Z,Newsweek,newsweek,Robert Alexander,https://d.newsweek.com/en/full/2702229/omb-director-russell-vought.jpg,"DOJ Reacts After Major Legal Blow by Trump-Appointed Judge Judge Friedrich granted a preliminary injunction ordering the government to stop withholding funds to the National Endowment for Democracy. The Department of Justice said this week it was ""expeditiously"" making available nearly $95 million in congressionally approved funding for the National Endowment for Democracy (NED), following a fed… [+6062 chars]",2025-08-14 12:36:45+00:00,['technology'],technology,"{'polarity': 0.15250000000000002, 'subjectivity': 0.32, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.15250000000000002,0.32,0.0,0.0,"[('judge', 2), ('national', 2), ('endowment', 2), ('democracy', 2), ('doj', 1)]","['judge', 'national', 'endowment', 'democracy', 'doj']","{'companies': ['Justice', 'Appointed Judge Judge Friedrich', 'DOJ Reacts After Major Legal Blow', 'The Department', 'National Endowment', 'Democracy', 'Trump', 'NED'], 'locations': [], 'currencies': ['$95'], 'numbers': ['95 million']}",413,59,positive,neutral
Sebi launches investor awareness campaign on AIR to curb fraudulent activities,Markets regulator Sebi on Thursday announced the launch of an investors' awareness campaign on All India Radio (AIR) specifically on frauds related to the securities market taking place through social media platforms.,Markets regulator Sebi on Thursday announced the launch of an investors' awareness campaign on All India Radio (AIR) specifically on frauds related to the securities market taking place through socia… [+1790 chars],https://economictimes.indiatimes.com/markets/stocks/news/sebi-launches-investor-awareness-campaign-on-air-to-curb-fraudulent-activities/articleshow/123305372.cms,2025-08-14T12:36:33Z,The Times of India,the-times-of-india,PTI,"https://img.etimg.com/thumb/msid-123305397,width-1200,height-630,imgsize-44808,overlay-etmarkets/articleshow.jpg",Sebi launches investor awareness campaign on AIR to curb fraudulent activities Markets regulator Sebi on Thursday announced the launch of an investors' awareness campaign on All India Radio (AIR) specifically on frauds related to the securities market taking place through social media platforms. Markets regulator Sebi on Thursday announced the launch of an investors' awareness campaign on All India Radio (AIR) specifically on frauds related to the securities market taking place through socia… [+1790 chars],2025-08-14 12:36:33+00:00,['technology'],technology,"{'polarity': 0.011111111111111112, 'subjectivity': 0.2888888888888889, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.011111111111111112,0.2888888888888889,0.0,0.0,"[('market', 4), ('sebi', 3), ('launch', 3), ('investor', 3), ('awareness', 3)]","['market', 'sebi', 'launch', 'investor', 'awareness']","{'companies': ['Sebi', 'All India Radio', 'Thursday', 'Markets', 'AIR'], 'locations': [], 'currencies': [], 'numbers': []}",511,75,neutral,neutral
"RPC, Inc. price target lowered by $1 at Piper Sandler, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4183494/RES-RPC-Inc-price-target-lowered-by--at-Piper-Sandler-heres-why,2025-08-14T12:36:32Z,Thefly.com,,,https://thefly.com/images/meta/streetresearch_recommendations.jpg,"RPC, Inc. price target lowered by $1 at Piper Sandler, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",2025-08-14 12:36:32+00:00,['automotive'],automotive,"{'polarity': 0.25238095238095243, 'subjectivity': 0.48571428571428577, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.25238095238095243,0.48571428571428577,0.0,0.0,"[('news', 2), ('rpc', 1), ('price', 1), ('target', 1), ('lowered', 1)]","['news', 'rpc', 'price', 'target', 'lowered']","{'companies': ['Piper Sandler', 'See', 'RPC', 'Earnings', 'Known', 'Inc', 'The Fly'], 'locations': [], 'currencies': ['$1'], 'numbers': []}",377,58,positive,neutral
ECD Automotive Design announces $10M debt-for-equity exchange,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4183492/ECDA-ECD-Automotive-Design-announces-M-debtforequity-exchange,2025-08-14T12:36:14Z,Thefly.com,,,https://thefly.com/images/meta/hotstocks.jpg,"ECD Automotive Design announces $10M debt-for-equity exchange See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",2025-08-14 12:36:14+00:00,['automotive'],automotive,"{'polarity': 0.25238095238095243, 'subjectivity': 0.48571428571428577, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.25238095238095243,0.48571428571428577,0.0,0.0,"[('news', 2), ('ecd', 1), ('automotive', 1), ('design', 1), ('announces', 1)]","['news', 'ecd', 'automotive', 'design', 'announces']","{'companies': ['Earnings', 'See', 'Known', 'The Fly', 'ECD Automotive Design'], 'locations': [], 'currencies': ['$10'], 'numbers': []}",373,53,positive,neutral
"ProPetro Holding price target lowered by $1 at Piper Sandler, here's why","See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4183493/PUMP-ProPetro-Holding-price-target-lowered-by--at-Piper-Sandler-heres-why,2025-08-14T12:36:14Z,Thefly.com,,,https://thefly.com/images/meta/streetresearch_recommendations.jpg,"ProPetro Holding price target lowered by $1 at Piper Sandler, here's why See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",2025-08-14 12:36:14+00:00,['automotive'],automotive,"{'polarity': 0.25238095238095243, 'subjectivity': 0.48571428571428577, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.25238095238095243,0.48571428571428577,0.0,0.0,"[('news', 2), ('propetro', 1), ('holding', 1), ('price', 1), ('target', 1)]","['news', 'propetro', 'holding', 'price', 'target']","{'companies': ['Piper Sandler', 'ProPetro Holding', 'See', 'Earnings', 'Known', 'The Fly'], 'locations': [], 'currencies': ['$1'], 'numbers': []}",384,58,positive,neutral
Afghanistan: Are the Taliban still isolated after 4 years?,"The fall of Kabul four years ago marked the return of the Taliban to power in Afghanistan. The country is still in a deep humanitarian crisis, but the militants have found ways to use this to their advantage.","In August 2021, the government in Kabul collapsed and gave way to the Taliban in wake of the US pulling its forces out of Afghanistan.
Four year later, the Taliban seem to have a firm grip on power.… [+6661 chars]",https://www.dw.com/en/afghanistan-are-the-taliban-still-isolated-after-4-years/a-73637691,2025-08-14T12:36:00Z,DW (English),,Waslat Hasrat-Nazimi,https://static.dw.com/image/73087446_6.jpg,"Afghanistan: Are the Taliban still isolated after 4 years? The fall of Kabul four years ago marked the return of the Taliban to power in Afghanistan. The country is still in a deep humanitarian crisis, but the militants have found ways to use this to their advantage. In August 2021, the government in Kabul collapsed and gave way to the Taliban in wake of the US pulling its forces out of Afghanistan.
Four year later, the Taliban seem to have a firm grip on power.… [+6661 chars]",2025-08-14 12:36:00+00:00,['energy'],energy,"{'polarity': -0.025, 'subjectivity': 0.35, 'business_sentiment': -1.0, 'market_trend': 0.0}",-0.025,0.35,-1.0,0.0,"[('taliban', 4), ('afghanistan', 3), ('year', 3), ('still', 2), ('kabul', 2)]","['taliban', 'afghanistan', 'year', 'still', 'kabul']","{'companies': ['Kabul', 'Are', 'US', 'The', 'Afghanistan', 'Four', 'Taliban', 'In August'], 'locations': [], 'currencies': [], 'numbers': []}",482,87,neutral,negative
"Choice Properties Real Estate Investment Trust Declares Cash Distribution for the Month of August, 2025",Not for distribution to U.S. News Wire Services or dissemination in the United States. TORONTO — Choice Properties Real Estate Investment Trust (“Choice Properties”) (TSX: CHP.UN) announced today that the trustees of Choice Properties have declared a cash dis…,"Not for distribution to U.S. News Wire Services or dissemination in the United States.
THIS CONTENT IS RESERVED FOR SUBSCRIBERS ONLY
Subscribe now to read the latest news in your city and across Ca… [+3551 chars]",https://financialpost.com/pmn/business-wire-news-releases-pmn/choice-properties-real-estate-investment-trust-declares-cash-distribution-for-the-month-of-august-2025,2025-08-14T12:36:00Z,Financial Post,financial-post,Business Wire,,"Choice Properties Real Estate Investment Trust Declares Cash Distribution for the Month of August, 2025 Not for distribution to U.S. News Wire Services or dissemination in the United States. TORONTO — Choice Properties Real Estate Investment Trust (“Choice Properties”) (TSX: CHP.UN) announced today that the trustees of Choice Properties have declared a cash dis… Not for distribution to U.S. News Wire Services or dissemination in the United States.
THIS CONTENT IS RESERVED FOR SUBSCRIBERS ONLY
Subscribe now to read the latest news in your city and across Ca… [+3551 chars]",2025-08-14 12:36:00+00:00,['general'],general,"{'polarity': 0.225, 'subjectivity': 0.625, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.225,0.625,0.0,0.0,"[('choice', 4), ('property', 4), ('distribution', 3), ('news', 3), ('real', 2)]","['choice', 'property', 'distribution', 'news', 'real']","{'companies': ['United States', 'Choice Properties Real Estate Investment Trust Declares Cash Distribution', 'Choice Properties Real Estate Investment Trust', 'Choice Properties', 'CHP', 'Not', 'August', 'UN', 'News Wire Services', 'TORONTO', 'TSX', 'Ca', 'Month', 'THIS CONTENT IS RESERVED FOR SUBSCRIBERS ONLY\r\nSubscribe'], 'locations': [], 'currencies': [], 'numbers': []}",579,90,positive,neutral
Alpha Cognition Inc. Reports Second Quarter 2025 Financial Results and Provides Operational Update,"Key Highlights ZUNVEYL Launch Momentum: Completed the first quarter of ZUNVEYL commercialization, achieving approximately $2 million in net product revenues year-to-date. Advancing ALPHA-1062: Completed pre-clinical Bomb Blast study in collaboration with the …","Gastrointestinal Conditions
: Cholinesterase inhibitors, including ZUNVEYL, may increase gastric acid secretion. Patients should be monitored closely for active or occult gastrointestinal bleeding, … [+5206 chars]",https://financialpost.com/pmn/business-wire-news-releases-pmn/alpha-cognition-inc-reports-second-quarter-2025-financial-results-and-provides-operational-update,2025-08-14T12:35:54Z,Financial Post,financial-post,Business Wire,,"Alpha Cognition Inc. Reports Second Quarter 2025 Financial Results and Provides Operational Update Key Highlights ZUNVEYL Launch Momentum: Completed the first quarter of ZUNVEYL commercialization, achieving approximately $2 million in net product revenues year-to-date. Advancing ALPHA-1062: Completed pre-clinical Bomb Blast study in collaboration with the … Gastrointestinal Conditions
: Cholinesterase inhibitors, including ZUNVEYL, may increase gastric acid secretion. Patients should be monitored closely for active or occult gastrointestinal bleeding, … [+5206 chars]",2025-08-14 12:35:54+00:00,"['energy', 'automotive']",energy,"{'polarity': -0.04047619047619048, 'subjectivity': 0.3619047619047619, 'business_sentiment': 1.0, 'market_trend': 1.0}",-0.04047619047619048,0.3619047619047619,1.0,1.0,"[('zunveyl', 3), ('quarter', 2), ('completed', 2), ('gastrointestinal', 2), ('alpha', 1)]","['zunveyl', 'quarter', 'completed', 'gastrointestinal', 'alpha']","{'companies': ['Cholinesterase', 'Provides Operational Update Key Highlights ZUNVEYL Launch Momentum', 'ZUNVEYL', 'Completed', 'Bomb Blast', 'Advancing ALPHA', 'Reports Second Quarter', 'Patients', 'Financial Results', 'Alpha Cognition Inc', 'Gastrointestinal Conditions'], 'locations': [], 'currencies': ['$2'], 'numbers': ['2 million']}",574,72,neutral,positive
Salarius Pharmaceuticals announces 1-for-15 reverse stock split,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…","Earnings calls, analyst events, roadshows and more",https://thefly.com/permalinks/entry.php/id4183491/SLRX-Salarius-Pharmaceuticals-announces-for-reverse-stock-split,2025-08-14T12:35:54Z,Thefly.com,,,https://thefly.com/images/meta/hotstocks.jpg,"Salarius Pharmaceuticals announces 1-for-15 reverse stock split See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor… Earnings calls, analyst events, roadshows and more",2025-08-14 12:35:54+00:00,"['healthcare', 'automotive']",healthcare,"{'polarity': 0.25238095238095243, 'subjectivity': 0.48571428571428577, 'business_sentiment': 0.0, 'market_trend': 0.0}",0.25238095238095243,0.48571428571428577,0.0,0.0,"[('news', 2), ('salarius', 1), ('pharmaceutical', 1), ('announces', 1), ('reverse', 1)]","['news', 'salarius', 'pharmaceutical', 'announces', 'reverse']","{'companies': ['Earnings', 'See', 'Salarius Pharmaceuticals', 'Known', 'The Fly'], 'locations': [], 'currencies': [], 'numbers': []}",375,53,positive,neutral
